path,speaker_id,text,text_id
train\real\LibriTTS\7732\7732_107520_000011_000003_008766.wav,7732,"The latter held to their position and rejected the bill, thirty five to twenty three.",7732_107520_000011_000003
train\real\LibriTTS\8776\8776_270778_000021_000000_008767.wav,8776,"The ego which has been freed of all ethical restraints feels itself in accord with all the demands of the sexual striving, with those demands which have long since been condemned by our aesthetic rearing, demands of such a character that they resist all our moral demands for restraint.",8776_270778_000021_000000
train\real\LibriTTS\868\868_131296_000007_000012_008769.wav,868,"""Never again shall this cup, polluted by the lips of misfortune, be used by man."" He speaks, and breaks the vessel into fragments.",868_131296_000007_000012
train\real\LibriTTS\7540\7540_101262_000014_000000_008770.wav,7540,"The prince, who was very tender hearted, brought some water at once, and pushed it through a hole in the barrel; and as he did so one of the iron hoops burst.",7540_101262_000014_000000
train\real\LibriTTS\6497\6497_234106_000034_000004_008771.wav,6497,"And that is why I told you that money is everything, that it is difficult to be truthful, honourable, or respectable if you have no money, a little will do, but you must have a little, if you haven't you aren't respectable, you're nothing, you become like me, a mere expense.... I've borne it for your sake, dearest.'",6497_234106_000034_000004
train\real\LibriTTS\3368\3368_170951_000138_000002_008773.wav,3368,"And I thought that the word of Phoebus, being divine and full of prophecy, would not fail.",3368_170951_000138_000002
train\real\LibriTTS\3083\3083_7943_000012_000002_008774.wav,3083,"It was a face marked deeply by pride; pride of birth, of intellect, of culture; the face of a scholar and poet; but it was more-it was the countenance of one fairly staggering under a burden of disappointment and grief.",3083_7943_000012_000002
train\real\LibriTTS\2960\2960_155152_000006_000008_008776.wav,2960,"As I had the honour to dine with him on Thursday last, the twentieth of this month, being seated at his side, I told him in a whisper that he could, if he liked, humble all the enemies of France.",2960_155152_000006_000008
train\real\LibriTTS\5723\5723_49750_000009_000005_008778.wav,5723,Moreover he caused letters to be written to his vassals and his friends-passing none by-bidding them to see the end of this adventure.,5723_49750_000009_000005
train\real\LibriTTS\6696\6696_73296_000003_000000_008779.wav,6696,"""My poor, dear Isabella,"" said he, fondly taking her hand, and interrupting for a few moments her busy labors for some one of her five children, ""how long it is, how terribly long since you were here!",6696_73296_000003_000000
train\real\LibriTTS\8718\8718_295446_000009_000002_008780.wav,8718,There was so little carpentering or cabinet making to do that he could make a better living by farming or hunting.,8718_295446_000009_000002
train\real\LibriTTS\7515\7515_220980_000010_000000_008781.wav,7515,"Some people are like bloodthirsty wolves: if they see no punishment forthcoming, they will kill men merely for pleasure and diversion.",7515_220980_000010_000000
train\real\LibriTTS\1482\1482_140072_000002_000000_008782.wav,1482,"As the sea flooding the flat sands Flew on the sea born horde, The two hosts shocked with dust and din, Left of the Latian paladin, Clanged all Prince Harold's howling kin On Colan and the sword.",1482_140072_000002_000000
train\real\LibriTTS\6038\6038_56777_000017_000000_008784.wav,6038,"Then there was the gracious, the virtuous, the self sacrificing Octavia, sister of the Emperor Augustus, who was so successful in composing grave differences between her brother and her husband, and who so exerted her influence for peace during the troublous times in which she lived that she lives in history as a peacemaker.",6038_56777_000017_000000
train\real\LibriTTS\6373\6373_65772_000014_000002_008787.wav,6373,"This I directed my wife to make up as soon as possible, and gave her all requisite information as to the particular method of proceeding.",6373_65772_000014_000002
train\real\LibriTTS\7994\7994_258959_000007_000004_008788.wav,7994,"Meantime, there are many other possible uses for the tree: it may be used for fuel, or to make a canoe with which to catch fish, or to follow some other indirect method of production.",7994_258959_000007_000004
train\real\LibriTTS\1678\1678_142279_000029_000000_008789.wav,1678,"'Yesterday, only yesterday,' replied Margaret, detecting the jealousy which prompted the inquiry.",1678_142279_000029_000000
train\real\LibriTTS\8498\8498_287359_000011_000002_008790.wav,8498,"""Guess I'll ask if I can leave the Butterfly there,"" he murmured, and, ringing the doorbell, he was greeted by a man.",8498_287359_000011_000002
train\real\LibriTTS\1769\1769_143485_000008_000003_008791.wav,1769,"The spectacle of nature, by growing quite familiar to him, becomes at last equally indifferent.",1769_143485_000008_000003
train\real\LibriTTS\7140\7140_72212_000053_000000_008792.wav,7140,Harold hardly acknowledged to himself that he was very eager to hear news from Elsie; even more than to read the loving words from his mother's pen.,7140_72212_000053_000000
train\real\LibriTTS\7117\7117_86732_000004_000002_008793.wav,7117,"He has lost four or five vessels, and suffered by three or four bankruptcies; but it is not for me, although I am a creditor myself to the amount of ten thousand francs, to give any information as to the state of his finances.",7117_86732_000004_000002
train\real\LibriTTS\7316\7316_10642_000023_000002_008795.wav,7316,"Lyrism is the keynote of the work, a passionate lyrism, with a note of self absorption, suppressed feeling-truly Slavic, this shyness!--and a concentration that is remarkable even for Chopin.",7316_10642_000023_000002
train\real\LibriTTS\1987\1987_144135_000022_000002_008796.wav,1987,"""I suppose your Excellency knows that this man traffics in dead peasants?"" he bawled.",1987_144135_000022_000002
train\real\LibriTTS\4243\4243_14929_000011_000000_008797.wav,4243,"Scottish Terriers frequently go by the name of Aberdeen Terriers-an appellation, it is true, usually heard only from the lips of people who do not know much about them.",4243_14929_000011_000000
train\real\LibriTTS\3274\3274_163518_000044_000000_008798.wav,3274,"'I think you've lost your wits', said the man, 'for you can't be in your right mind when you think of such stuff.'",3274_163518_000044_000000
train\real\LibriTTS\5935\5935_43322_000054_000005_008799.wav,5935,"I see many details at present undecided-the colour of the curtains, and so forth.",5935_43322_000054_000005
train\real\LibriTTS\7825\7825_258970_000009_000007_008800.wav,7825,But the largest clay banks are limited in size; a large proportion of the places where bricks are needed are not near a supply of clay of good quality; and after a brick yard has been used for a time there is increasing difficulty in getting out the material.,7825_258970_000009_000007
train\real\LibriTTS\1112\1112_128138_000014_000003_008802.wav,1112,"His poems seem to be extremely popular, and have been highly praised, the Professor informs us, by Victor Hugo, the Saturday Review and the Commercial Advertiser.",1112_128138_000014_000003
train\real\LibriTTS\2758\2758_86588_000006_000000_008803.wav,2758,"Many people believed that this was all waste of money and time, and, quite unknown to me, at their instigation an inquiry was made of all the teachers in the public schools as to the standing of my art pupils in their other classes, it being confidently anticipated that they would be found to have fallen behind.",2758_86588_000006_000000
train\real\LibriTTS\731\731_366_000007_000000_008805.wav,731,"Several hours passed, and I remained near my window gazing on the sea; it was almost motionless, for the winds were hushed, and all nature reposed under the eye of the quiet moon.",731_366_000007_000000
train\real\LibriTTS\329\329_861_000005_000004_008807.wav,329,"I point out to them that contrary winds have been blowing, and that at any moment he may arrive; but they will not hear me.",329_861_000005_000004
train\real\LibriTTS\249\249_121331_000106_000002_008808.wav,249,"I'd have come out half-way, and the first time an automobile passed and made the dark thicker when its lamps disappeared, I'd have come in.""",249_121331_000106_000002
train\real\LibriTTS\4837\4837_302000_000008_000001_008809.wav,4837,"To all eager questions mrs McLane merely replied that ""they"" would ""be here."" She had the dramatic instinct of the true leader and had commanded the doctor not to bring his bride before four o'clock.",4837_302000_000008_000001
train\real\LibriTTS\7881\7881_105574_000011_000000_008810.wav,7881,"The Rebel commander had expected us, and had his grape shot and his hot water hose, and such things all ready for us.",7881_105574_000011_000000
train\real\LibriTTS\511\511_131228_000081_000000_008811.wav,511,"It may not look like common sense to say that these things had been stationary over the town of Bath, several days-",511_131228_000081_000000
train\real\LibriTTS\7140\7140_72205_000025_000001_008812.wav,7140,"You know I am in good hands. Ah, stay a moment! here is Edward bringing wee bit Elsie to take her first peep at her little brother.""",7140_72205_000025_000001
train\real\LibriTTS\5239\5239_31629_000033_000004_008813.wav,5239,"He was facing the fire cloud with both hands gripped hard to the bridge rail, his legs apart and his knees braced back stiff.",5239_31629_000033_000004
train\real\LibriTTS\6788\6788_96241_000005_000008_008814.wav,6788,"It would, therefore, be just as absurd to expect that our moral systems and ethics will produce virtuous, noble, and holy men, as that our aesthetics will produce poets, painters, and musicians.",6788_96241_000005_000008
train\real\LibriTTS\3370\3370_724_000037_000000_008816.wav,3370,"Kalganov ran back, sat down in a corner, bent his head, hid his face in his hands, and burst out crying.",3370_724_000037_000000
train\real\LibriTTS\6006\6006_60489_000040_000000_008817.wav,6006,"Two or three grains of santonine in a teaspoonful of castor oil, for two or three days.",6006_60489_000040_000000
train\real\LibriTTS\4973\4973_44575_000021_000001_008818.wav,4973,"If you go before an audience without any preparation, or previous knowledge of your subject, you ought to be self conscious-you ought to be ashamed to steal the time of your audience.",4973_44575_000021_000001
train\real\LibriTTS\2999\2999_156968_000016_000001_008819.wav,2999,"Even among our so-called ""spoils"" politicians and corrupt bosses, who hold their positions by playing upon the selfishness of their followers and the ignorance and apathy of the public, there must be rigid faithfulness to promises, and, at any rate, the appearance of promoting the public welfare.",2999_156968_000016_000001
train\real\LibriTTS\5604\5604_26987_000005_000002_008822.wav,5604,"This man had said, ""A wicked, unbelieving Pope who has gained the pontifical chair by bribery is not Christ's Vicar.",5604_26987_000005_000002
train\real\LibriTTS\3228\3228_4690_000012_000008_008823.wav,3228,"Now, said Galahad, is she here for whom this castle was lost? Nay sir, said the priest, she was dead within these three nights after that she was thus enforced; and sithen have they kept her younger sister, which endureth great pains with mo other ladies.",3228_4690_000012_000008
train\real\LibriTTS\5293\5293_82020_000015_000000_008825.wav,5293,"He would have dragged it to the bottom of his garden, past which the Moldau flowed, and plunged it into the stream; but then, should the spectre continue to prove troublesome, it would be almost impossible to reach the body so as to destroy it by fire; besides which, he could not do it without assistance, and the probability of discovery.",5293_82020_000015_000000
train\real\LibriTTS\4595\4595_45218_000019_000005_008827.wav,4595,"It was only a pretty bit of chirography, and I dropped the book impatiently when I heard her step on the threshold.",4595_45218_000019_000005
train\real\LibriTTS\4535\4535_279849_000039_000002_008828.wav,4535,"Undoubtedly, if he had known that a party of Northern raiders had taken it, he would have waited until a locomotive came from Atlanta.",4535_279849_000039_000002
train\real\LibriTTS\7832\7832_114468_000005_000001_008829.wav,7832,He had become so much used to such sounds that he would have slept on had not the crashes been so irregular.,7832_114468_000005_000001
train\real\LibriTTS\3032\3032_19361_000093_000002_008830.wav,3032,"In fact he compares himself to Columbus or Magellan, voyaging into unknown lands, and recording his wandering route.",3032_19361_000093_000002
train\real\LibriTTS\7241\7241_90850_000013_000001_008831.wav,7241,"Now, if the bird boy was the prettiest little boy in all the world, Rosabella was the prettiest little girl. Moreover, she had a sweet disposition, which is a gift even more precious than the gift of beauty.",7241_90850_000013_000001
train\real\LibriTTS\7134\7134_67233_000006_000001_008832.wav,7134,"In the Memoirs of the Academy of Sciences it is stated, that a bitch which was forgotten in a country house, where she had access to no other nourishment, lived forty days on the wool of an old mattress which she had torn to pieces and digested.",7134_67233_000006_000001
train\real\LibriTTS\353\353_128309_000006_000000_008834.wav,353,"Some minutes of silent work had passed: and the haggard eyes had looked up again: not with any interest or curiosity, but with a dull mechanical perception, beforehand, that the spot where the only visitor they were aware of had stood, was not yet empty.",353_128309_000006_000000
train\real\LibriTTS\7959\7959_109176_000007_000000_008836.wav,7959,"Suddenly, at the end of the neighbouring valley, the water seethes and foams.",7959_109176_000007_000000
train\real\LibriTTS\4973\4973_44575_000024_000000_008837.wav,4973,Humility is not the personal discount that we must offer in the presence of others-against this old interpretation there has been a most healthy modern reaction.,4973_44575_000024_000000
train\real\LibriTTS\2751\2751_142362_000018_000000_008838.wav,2751,"When they got upstairs, the question which Arthur had left unsettled, as to who was to be president, and who vice, was still under discussion, so that Adam's entrance passed without remark.",2751_142362_000018_000000
train\real\LibriTTS\8142\8142_3967_000005_000000_008839.wav,8142,"The mansion contained also a store of rare and antique articles. Several fashionable persons endeavored to induce the Princess to part with them; but such people appeared only contemptible to her, as she looked upon them as proposing such a thing solely because they knew she was poor.",8142_3967_000005_000000
train\real\LibriTTS\3224\3224_168199_000005_000000_008841.wav,3224,"Having vanquished the enemy, they mounted on horses they found in the field, and continued their journey; Brasiliano having lost but two of his companions in this bloody fight, and had two wounded.",3224_168199_000005_000000
train\real\LibriTTS\6373\6373_65772_000018_000001_008842.wav,6373,"The night, as I said before, was dark; there was not a star to be seen; and a drizzling rain, falling at intervals, rendered us very uncomfortable.",6373_65772_000018_000001
train\real\LibriTTS\718\718_129594_000006_000003_008843.wav,718,"My left arm was in a sling (it was lucky it was my left), and I carried my revolver in my right. Soon we traced a narrow path through the wild luxuriance of the island, going northwestward; and presently M'ling stopped, and became rigid with watchfulness.",718_129594_000006_000003
train\real\LibriTTS\2787\2787_157400_000004_000011_008844.wav,2787,"But surely, for a disappointed lover there could be no course so proper as a speedy death by dissipation-which would serve Joe right.",2787_157400_000004_000011
train\real\LibriTTS\5337\5337_37090_000026_000004_008845.wav,5337,"There is no possibility of finding any explanation whatever of Hamlet's actions or words, and therefore no possibility of attributing any character to him.",5337_37090_000026_000004
train\real\LibriTTS\2638\2638_10172_000045_000003_008846.wav,2638,"""W, R, A, double G, E-Wragge,"" said the captain, ticking off the letters persuasively on his fingers.",2638_10172_000045_000003
train\real\LibriTTS\373\373_130974_000011_000003_008847.wav,373,"The plan offered to our deliberations affects too many particular interests, innovates upon too many local institutions, not to involve in its discussion a variety of objects foreign to its merits, and of views, passions and prejudices little favorable to the discovery of truth.",373_130974_000011_000003
train\real\LibriTTS\5618\5618_48830_000028_000003_008850.wav,5618,"Once or twice he tried a word with the colonel, for the colonel sat with his eyes open looking at the fire.",5618_48830_000028_000003
train\real\LibriTTS\8824\8824_279153_000046_000000_008851.wav,8824,"There are difficulties in establishing Hume's principles, and doubts as to whether it is exactly true.",8824_279153_000046_000000
train\real\LibriTTS\7145\7145_87280_000049_000001_008852.wav,7145,"Her irritable mood had vanished, but Jane could see that she was on the lookout for some one all the time, although she made the most pathetic little efforts to conceal her watchfulness.",7145_87280_000049_000001
train\real\LibriTTS\6038\6038_56778_000023_000001_008853.wav,6038,"As a writer of history and legends she ranks with the best authors of her time, while as a writer of dramas she stands absolutely alone.",6038_56778_000023_000001
train\real\LibriTTS\246\246_224_000003_000006_008854.wav,246,"I believe if I could see you I should not mind the rest, for you are dearer to me than anybody can conceive.",246_224_000003_000006
train\real\LibriTTS\731\731_365_000004_000008_008855.wav,731,"I now also began to collect the materials necessary for my new creation, and this was to me like the torture of single drops of water continually falling on the head.",731_365_000004_000008
train\real\LibriTTS\4734\4734_220952_000009_000000_008856.wav,4734,"It was such a Man as this that freed a great nation from the chains of captivity, made them contented, brought them out from Egypt, and led them to the Holy Land.",4734_220952_000009_000000
train\real\LibriTTS\5154\5154_26558_000005_000000_008857.wav,5154,"""O, peddler boy, peddler boy,"" he said to him, ""please give me a banana."" The image of wax answered never a word.",5154_26558_000005_000000
train\real\LibriTTS\7134\7134_67233_000005_000001_008858.wav,7134,"The dog can subsist on many kinds of food, and it is a curious fact, that when fed entirely on flesh he will sometimes get lean; because, as has been well observed, it is not on what animals eat that they thrive, but on what they digest.",7134_67233_000005_000001
train\real\LibriTTS\8066\8066_114256_000020_000000_008860.wav,8066,"And then fate, chance, the goddess of fortune which some men say does not exist, but which all wilderness goers know does exist, for one instant paused, with Will Banion's life and wealth and happiness lightly a balance in cold, disdainful fingers.",8066_114256_000020_000000
train\real\LibriTTS\699\699_132866_000019_000000_008862.wav,699,"""I am thinking,"" he repeated, raising his clear, cultivated voice and speaking with acerbity, for inattention at such a moment was deplorable, ""of taking you to Italy for Easter.",699_132866_000019_000000
train\real\LibriTTS\7910\7910_80534_000021_000005_008864.wav,7910,"Turning suddenly away, he stood before the fire and made a pretence of warming himself; but his sobs overmastered him.",7910_80534_000021_000005
train\real\LibriTTS\5655\5655_46268_000039_000001_008865.wav,5655,"""Surely he cannot know so very much badness or hurt the boys if they go down to cheer him up for a little while.""",5655_46268_000039_000001
train\real\LibriTTS\225\225_131259_000036_000001_008866.wav,225,"""If Louisa's health allowed her to dine out-I wish you would say to mrs Lovell Mingott-she and I would have been happy to-er-fill the places of the Lawrence Leffertses at her dinner."" He paused to let the irony of this sink in. ""As you know, this is impossible."" mrs Archer sounded a sympathetic assent.",225_131259_000036_000001
train\real\LibriTTS\8028\8028_233366_000032_000000_008869.wav,8028,Two years since m o consulted a prominent specialist who performed a thorough psychoanalysis.,8028_233366_000032_000000
train\real\LibriTTS\7139\7139_75360_000018_000003_008870.wav,7139,"The direct object of this passion-that a name should survive in men's mouths to which no adequate idea of its original can be attached-seems a thin and fantastic satisfaction, especially when we consider how little we should probably sympathise with the creatures that are to remember us.",7139_75360_000018_000003
train\real\LibriTTS\5007\5007_31603_000019_000003_008872.wav,5007,"Here are located all of the finer homes of the well to do and wealthier classes, and the resolution to destroy them was the last resort of desperation.",5007_31603_000019_000003
train\real\LibriTTS\2411\2411_132530_000035_000001_008873.wav,2411,"This good woman seemed very willing to accommodate the strangers, who were soon compelled to accept the only two beds in the place.",2411_132530_000035_000001
train\real\LibriTTS\6215\6215_62347_000031_000000_008874.wav,6215,"All this time Rachel had not spoken a word, nor had her sister uttered anything expressive of congratulation or good wishes.",6215_62347_000031_000000
train\real\LibriTTS\5876\5876_8675_000034_000004_008875.wav,5876,"He took with him only a staff, a strong sack, and a little box which his daughter Lucia had given him.",5876_8675_000034_000004
train\real\LibriTTS\7285\7285_72200_000030_000001_008876.wav,7285,"Nap had set a plate of food within reach of the stranger's left hand, and he was devouring it like a hungry wolf.",7285_72200_000030_000001
train\real\LibriTTS\8050\8050_110238_000016_000002_008877.wav,8050,Across the middle of it a single sentence had been formed by the expedient of pasting printed words upon it.,8050_110238_000016_000002
train\real\LibriTTS\4973\4973_44575_000017_000000_008878.wav,4973,Far worse than self consciousness through fear of doing poorly is self consciousness through assumption of doing well.,4973_44575_000017_000000
train\real\LibriTTS\8677\8677_296078_000036_000000_008879.wav,8677,"As the heat drew out the inflammation and pain, Cap looked up at the little helper, all his simple dog heart shining in his eyes; the look sank into the child's heart and deepened the tenderness already there. Another step, and a great one, was taken on the blessed road she was to travel.",8677_296078_000036_000000
train\real\LibriTTS\1050\1050_134121_000027_000000_008882.wav,1050,"""Squash, tomato, potato, and sweet potato,"" mrs Peterkin continued.",1050_134121_000027_000000
train\real\LibriTTS\5810\5810_8689_000032_000002_008883.wav,5810,"I am Shepherd Paul, and I have come to wrestle with you, and to free your wife from your clutches.'",5810_8689_000032_000002
train\real\LibriTTS\8401\8401_280380_000075_000000_008884.wav,8401,"These judges could never be mistaken because Themis, the Goddess of Justice, held in front of them a pair of scales in which she weighed the actions of men.",8401_280380_000075_000000
train\real\LibriTTS\835\835_130876_000081_000000_008885.wav,835,"""Correct, Professor Aronnax,"" the captain answered me. ""But I imagine you have pressing reasons for looking me up?""",835_130876_000081_000000
train\real\LibriTTS\8075\8075_279229_000008_000003_008886.wav,8075,"To the eye of an uninitiated observer, the pair might be dancing a few of the more open figures of the minuet.",8075_279229_000008_000003
train\real\LibriTTS\8080\8080_274558_000024_000006_008887.wav,8080,"Well, during two nights (not consecutive) while I lay awake, I clearly saw mrs w, about eleven o'clock upon each night, steal cautiously from the state room of mr w, and enter the extra room, where she remained until daybreak, when she was called by her husband and went back.",8080_274558_000024_000006
train\real\LibriTTS\6574\6574_120583_000017_000003_008890.wav,6574,"Let us [-all ] work together, and harness this power, and make it ease the toil of men.",6574_120583_000017_000003
train\real\LibriTTS\7247\7247_77778_000014_000012_008891.wav,7247,"I put on my hat and walked out refreshed, having slept from five twenty until twelve, or six hours and forty minutes straight.",7247_77778_000014_000012
train\real\LibriTTS\6188\6188_78885_000006_000002_008892.wav,6188,"I have ample business upon my hands, between my companions of the buskin, and this pragmatical old aunt; for Harleigh himself refused to act against her approbation, till I threatened to make over Lord Townly to Sir Lyell Sycamore, a smart beau at Brighthelmstone, that all the mammas and aunts are afraid of.",6188_78885_000006_000002
train\real\LibriTTS\922\922_132299_000042_000002_008894.wav,922,There would be exactly one hour's supply of oxygen when he was thrown out and it still lacked five minutes of the deadline.,922_132299_000042_000002
train\real\LibriTTS\1748\1748_1562_000002_000004_008895.wav,1748,"I could hardly see her face; for, though she came direct towards me, she never looked up.",1748_1562_000002_000004
train\real\LibriTTS\949\949_162667_000013_000001_008896.wav,949,"To suffer the overthrow of such an extensive empire, established by the blood of so many brave and virtuous men, showed no less folly in the princes themselves than infidelity in their ministers; for not one irruption alone, but many, contributed to its ruin; and these barbarians exhibited much ability and perseverance in accomplishing their object.",949_162667_000013_000001
train\real\LibriTTS\882\882_123267_000006_000000_008899.wav,882,"The wall that confined the fiord, like all the coast of the peninsula, was composed of a series of vertical columns thirty feet high.",882_123267_000006_000000
train\real\LibriTTS\5717\5717_100145_000039_000000_008900.wav,5717,"""Yes, we have complete data on every slave on the planet,"" Sesar Martwynn, the Chief of Servile Management, said.",5717_100145_000039_000000
train\real\LibriTTS\4427\4427_12471_000008_000005_008901.wav,4427,"And by fixing their attention upon nothing but their present misfortunes, they were hindered from remembering what deliverances they had received from God, and those by the virtue and wisdom of Moses also; so they were very angry at their conductor, and were zealous in their attempt to stone him, as the direct occasion of their present miseries.",4427_12471_000008_000005
train\real\LibriTTS\1289\1289_288043_000057_000001_008903.wav,1289,But it is with pleasure that the Independent Religious Society gives Rabbi Hirsch this opportunity to explain his position.,1289_288043_000057_000001
train\real\LibriTTS\6574\6574_70753_000010_000002_008904.wav,6574,"He had previously communicated his plan to the former, who aided the deceit by quitting his house, under the pretence of a journey and concealed himself, with his daughter, in an obscure part of Paris.",6574_70753_000010_000002
train\real\LibriTTS\500\500_125123_000090_000008_008905.wav,500,"Also his livid lips are parted at last, as if he were breathless with running. Yet he is not.",500_125123_000090_000008
train\real\LibriTTS\8725\8725_294551_000019_000000_008906.wav,8725,"And we cease to wonder so much at the care God takes of human character, and the cost He lays out upon it, when we think that it is the only work of His hands that shall last for ever.",8725_294551_000019_000000
train\real\LibriTTS\8193\8193_116804_000006_000001_008907.wav,8193,"And Lynceus the quick eyed saw him coming, while he was still many a mile away, and cried: ""I see a hundred ships, like a flock of white swans, far in the east."" And at that they rowed hard, like heroes; but the ships came nearer every hour.",8193_116804_000006_000001
train\real\LibriTTS\1448\1448_135894_000022_000001_008909.wav,1448,"The merchants appearing, one of the officers told them, ""The sultan our master hath commanded us to acquaint you, that he rejoices in your safe arrival, and beseeches each of you to take the trouble to write a few lines upon this roll.",1448_135894_000022_000001
train\real\LibriTTS\8080\8080_274558_000013_000002_008911.wav,8080,"She was dressed, however, in exquisite taste-and then I had no doubt that she had captivated my friend's heart by the more enduring graces of the intellect and soul.",8080_274558_000013_000002
train\real\LibriTTS\3082\3082_165428_000030_000001_008912.wav,3082,"In a day or two after, he was invited by them to eat a barbacued shoat, which invitation he accepted.",3082_165428_000030_000001
train\real\LibriTTS\7188\7188_104637_000007_000000_008913.wav,7188,"No, he could feel the ground under him, and a rock that his right hand rested on, felt cold and chilling.",7188_104637_000007_000000
train\real\LibriTTS\2638\2638_10172_000072_000001_008914.wav,2638,"""It has just occurred to my mind that you might actually have spoken in earnest. My poor child! how can I earn the fifty pounds before the reward is offered to me?",2638_10172_000072_000001
train\real\LibriTTS\5984\5984_56840_000019_000000_008915.wav,5984,"""She may be richer, may be handsomer,"" cried Charlotte, ""but cannot love him so well.",5984_56840_000019_000000
train\real\LibriTTS\3835\3835_178029_000023_000000_008916.wav,3835,"""Sire,"" he said, with respectful playfulness, ""they are only afraid lest Your Majesty, in the goodness of your heart, should allow yourself to be persuaded to make peace.",3835_178029_000023_000000
train\real\LibriTTS\70\70_121127_000003_000005_008917.wav,70,"""He's a fine looking fellow,"" said another; ""if he had only a comb and hair grease, he'd take the shine off the gentlemen in white kids.""",70_121127_000003_000005
train\real\LibriTTS\1265\1265_135635_000034_000001_008918.wav,1265,"Even the lodger's little servant, who was thirteen years old and three feet high, murmured her sympathy.",1265_135635_000034_000001
train\real\LibriTTS\699\699_132866_000013_000000_008919.wav,699,"No, mrs Wilkins had no doubts, but she had fears; and March was for her too an anxious month, with the unconscious mr Wilkins coming back daily to his dinner and eating his fish in the silence of imagined security.",699_132866_000013_000000
train\real\LibriTTS\707\707_161166_000014_000003_008921.wav,707,"We have not long to wait before we shall see, and hear too; for a great creaking and cracking begins, and, while we gaze astonished, the mountain side begins to slide, and presently, with a rush and a roar, dashes into the stream, and chokes it with a huge dam of earth and rocks and trees.",707_161166_000014_000003
train\real\LibriTTS\8875\8875_293959_000072_000001_008925.wav,8875,"""We kept the matter from them as long as possible; and with Alice I waited on Bernard myself.",8875_293959_000072_000001
train\real\LibriTTS\986\986_129388_000005_000001_008926.wav,986,"Well, his grill has a plating of gold, And his twistings are greatly admired.",986_129388_000005_000001
train\real\LibriTTS\3361\3361_1150_000024_000005_008927.wav,3361,Wickham will soon be gone; and therefore it will not signify to anyone here what he really is.,3361_1150_000024_000005
train\real\LibriTTS\3009\3009_10327_000032_000006_008928.wav,3009,"And such a kind of composition is understood to be in the angels; and this is what some say, that an angel is composed of, ""whereby he is,"" and ""what is,"" or ""existence,"" and ""what is,"" as Boethius says.",3009_10327_000032_000006
train\real\LibriTTS\6339\6339_65534_000003_000004_008930.wav,6339,"She was short and stout and jolly; nothing, not even the iciest reserve, ever daunted Miss Channing.",6339_65534_000003_000004
train\real\LibriTTS\409\409_124990_000012_000000_008931.wav,409,"But with regard to the merely contingent, or, as it may be called, constructive injury which a person causes to society, by conduct which neither violates any specific duty to the public, nor occasions perceptible hurt to any assignable individual except himself; the inconvenience is one which society can afford to bear, for the sake of the greater good of human freedom.",409_124990_000012_000000
train\real\LibriTTS\8222\8222_274378_000006_000003_008934.wav,8222,"During the ensuing years, till the restoration, he lived abroad in great necessity, and saw with indifference his opulent fortune sequestered by those who assumed the government of England.",8222_274378_000006_000003
train\real\LibriTTS\7245\7245_104890_000169_000000_008935.wav,7245,"Of tribulation these are they Denoted by the white; The spangled gowns, a lesser rank Of victors designate.",7245_104890_000169_000000
train\real\LibriTTS\4598\4598_6176_000020_000002_008936.wav,4598,"She fixed her eyes upon Agnes in a way that confused her, and made her cast hers down, for she felt as if she were reading her thoughts.",4598_6176_000020_000002
train\real\LibriTTS\7313\7313_91072_000034_000001_008937.wav,7313,"The Union League Club, the Lotos, the Typographical Society, the Associated Press, German and colored clubs, and temperance organizations passed resolutions of sorrow.",7313_91072_000034_000001
train\real\LibriTTS\5809\5809_51163_000009_000000_008939.wav,5809,Father De Smet was so much in earnest that he boomed these words out in quite a loud voice.,5809_51163_000009_000000
train\real\LibriTTS\1472\1472_285314_000055_000000_008940.wav,1472,"After signing a contract for the supply of electrical power, whereby he was outrageously robbed but the supply was guaranteed, mr Merrick and Arthur returned to the farm.",1472_285314_000055_000000
train\real\LibriTTS\5239\5239_31629_000016_000002_008941.wav,5239,"All night this continued, and it was not until day came that the flashes disappeared. The dark bank that covered the horizon toward Martinique, however, did not fade away with the breaking of day, and at eight in the morning of the ninth (Friday) the whole section of the sky in that direction seemed dark and troubled.",5239_31629_000016_000002
train\real\LibriTTS\3370\3370_724_000031_000000_008943.wav,3370,"""Good by, Trifon Borissovitch!"" Mitya shouted again, and felt himself, that he had not called out this time from good nature, but involuntarily, from resentment.",3370_724_000031_000000
train\real\LibriTTS\7982\7982_245691_000037_000003_008944.wav,7982,"And there is another potentiality which is not always in act, but proceeds from potentiality to act; as we observe in things that are corrupted and generated.",7982_245691_000037_000003
train\real\LibriTTS\70\70_121130_000005_000005_008945.wav,70,"By the side of Andrea was stationed the lawyer who was to conduct his defence, and who had been appointed by the court, for Andrea disdained to pay any attention to those details, to which he appeared to attach no importance.",70_121130_000005_000005
train\real\LibriTTS\274\274_121398_000051_000000_008947.wav,274,"Aramis smiled and drew from his vest a cross of diamonds, which was hung around his neck by a chain of pearls.",274_121398_000051_000000
train\real\LibriTTS\1958\1958_144503_000040_000002_008948.wav,1958,"If he always goes on in the same way, he must be, virtually, about two hundred years old, at present.",1958_144503_000040_000002
train\real\LibriTTS\8388\8388_275212_000019_000000_008949.wav,8388,"""You have had enough for to day,"" answered the old Bee who was appointed to be head Bee Nurse, creeping up and down in the passage outside.",8388_275212_000019_000000
