path,label,speaker_id,fake_level,duration,source_dataset,audio_base_id
train\real\LibriTTS\8786\8786_276735_000002_000004_006278.wav,real,8786,0,9.636,LibriTTS,8786_276735_000002_000004
train\real\LibriTTS\8786\8786_276735_000002_000004_006279.wav,real,8786,0,5.43,LibriTTS,8786_276735_000002_000004
train\real\LibriTTS\4110\4110_11533_000014_000002_006280.wav,real,4110,0,6.191,LibriTTS,4110_11533_000014_000002
train\real\LibriTTS\4110\4110_11533_000014_000002_006281.wav,real,4110,0,5.96,LibriTTS,4110_11533_000014_000002
train\real\LibriTTS\459\459_127522_000004_000003_006282.wav,real,459,0,9.902,LibriTTS,459_127522_000004_000003
train\real\LibriTTS\7294\7294_92934_000014_000001_006283.wav,real,7294,0,7.536,LibriTTS,7294_92934_000014_000001
train\real\LibriTTS\4289\4289_12723_000023_000001_006284.wav,real,4289,0,8.683,LibriTTS,4289_12723_000023_000001
train\real\LibriTTS\4289\4289_12723_000023_000001_006285.wav,real,4289,0,5.013,LibriTTS,4289_12723_000023_000001
train\real\LibriTTS\5940\5940_54613_000033_000000_006286.wav,real,5940,0,9.766,LibriTTS,5940_54613_000033_000000
train\real\LibriTTS\209\209_4731_000005_000000_006287.wav,real,209,0,6.403,LibriTTS,209_4731_000005_000000
train\real\LibriTTS\4806\4806_26895_000017_000000_006288.wav,real,4806,0,9.266,LibriTTS,4806_26895_000017_000000
train\real\LibriTTS\3224\3224_168199_000012_000005_006289.wav,real,3224,0,6.597,LibriTTS,3224_168199_000012_000005
train\real\LibriTTS\6643\6643_67857_000040_000001_006290.wav,real,6643,0,5.017,LibriTTS,6643_67857_000040_000001
train\real\LibriTTS\5239\5239_32139_000054_000001_006291.wav,real,5239,0,5.886,LibriTTS,5239_32139_000054_000001
train\real\LibriTTS\6080\6080_58025_000006_000001_006292.wav,real,6080,0,5.765,LibriTTS,6080_58025_000006_000001
train\real\LibriTTS\1463\1463_134465_000040_000004_006293.wav,real,1463,0,5.642,LibriTTS,1463_134465_000040_000004
train\real\LibriTTS\7498\7498_99124_000007_000002_006294.wav,real,7498,0,7.952,LibriTTS,7498_99124_000007_000002
train\real\LibriTTS\7932\7932_278228_000019_000000_006295.wav,real,7932,0,5.266,LibriTTS,7932_278228_000019_000000
train\real\LibriTTS\2481\2481_12731_000006_000001_006296.wav,real,2481,0,7.337,LibriTTS,2481_12731_000006_000001
train\real\LibriTTS\2481\2481_12731_000006_000001_006297.wav,real,2481,0,5.669,LibriTTS,2481_12731_000006_000001
train\real\LibriTTS\353\353_128309_000085_000000_006298.wav,real,353,0,6.03,LibriTTS,353_128309_000085_000000
train\real\LibriTTS\1050\1050_134119_000029_000001_006299.wav,real,1050,0,5.284,LibriTTS,1050_134119_000029_000001
train\real\LibriTTS\4257\4257_6397_000017_000003_006300.wav,real,4257,0,8.499,LibriTTS,4257_6397_000017_000003
train\real\LibriTTS\6032\6032_58192_000003_000008_006301.wav,real,6032,0,6.192,LibriTTS,6032_58192_000003_000008
train\real\LibriTTS\2156\2156_25563_000004_000000_006302.wav,real,2156,0,5.803,LibriTTS,2156_25563_000004_000000
train\real\LibriTTS\2201\2201_7371_000013_000000_006303.wav,real,2201,0,6.299,LibriTTS,2201_7371_000013_000000
train\real\LibriTTS\3994\3994_11512_000010_000001_006304.wav,real,3994,0,7.018,LibriTTS,3994_11512_000010_000001
train\real\LibriTTS\3994\3994_11512_000010_000001_006305.wav,real,3994,0,7.577,LibriTTS,3994_11512_000010_000001
train\real\LibriTTS\3994\3994_11512_000010_000001_006306.wav,real,3994,0,5.03,LibriTTS,3994_11512_000010_000001
train\real\LibriTTS\3994\3994_11512_000010_000001_006307.wav,real,3994,0,5.132,LibriTTS,3994_11512_000010_000001
train\real\LibriTTS\5909\5909_287837_000064_000002_006308.wav,real,5909,0,5.205,LibriTTS,5909_287837_000064_000002
train\real\LibriTTS\6763\6763_74797_000005_000000_006309.wav,real,6763,0,9.517,LibriTTS,6763_74797_000005_000000
train\real\LibriTTS\3118\3118_5912_000014_000001_006310.wav,real,3118,0,6.278,LibriTTS,3118_5912_000014_000001
train\real\LibriTTS\3118\3118_5912_000014_000001_006311.wav,real,3118,0,7.131,LibriTTS,3118_5912_000014_000001
train\real\LibriTTS\3118\3118_5912_000014_000001_006312.wav,real,3118,0,5.2,LibriTTS,3118_5912_000014_000001
train\real\LibriTTS\16\16_122827_000045_000000_006313.wav,real,16,0,5.477,LibriTTS,16_122827_000045_000000
train\real\LibriTTS\2971\2971_4275_000055_000009_006314.wav,real,2971,0,7.203,LibriTTS,2971_4275_000055_000009
train\real\LibriTTS\2971\2971_4275_000055_000009_006315.wav,real,2971,0,5.054,LibriTTS,2971_4275_000055_000009
train\real\LibriTTS\7229\7229_80656_000013_000002_006316.wav,real,7229,0,5.661,LibriTTS,7229_80656_000013_000002
train\real\LibriTTS\7229\7229_80656_000013_000002_006317.wav,real,7229,0,5.374,LibriTTS,7229_80656_000013_000002
train\real\LibriTTS\3645\3645_39840_000010_000000_006318.wav,real,3645,0,9.028,LibriTTS,3645_39840_000010_000000
train\real\LibriTTS\3380\3380_6175_000024_000001_006319.wav,real,3380,0,5.047,LibriTTS,3380_6175_000024_000001
train\real\LibriTTS\8498\8498_287359_000001_000002_006320.wav,real,8498,0,5.0,LibriTTS,8498_287359_000001_000002
train\real\LibriTTS\3009\3009_10327_000054_000001_006321.wav,real,3009,0,5.193,LibriTTS,3009_10327_000054_000001
train\real\LibriTTS\2056\2056_143893_000069_000000_006322.wav,real,2056,0,5.553,LibriTTS,2056_143893_000069_000000
train\real\LibriTTS\8887\8887_281472_000056_000000_006323.wav,real,8887,0,6.819,LibriTTS,8887_281472_000056_000000
train\real\LibriTTS\1422\1422_146111_000010_000003_006324.wav,real,1422,0,5.027,LibriTTS,1422_146111_000010_000003
train\real\LibriTTS\3294\3294_167609_000005_000000_006325.wav,real,3294,0,5.83,LibriTTS,3294_167609_000005_000000
train\real\LibriTTS\9023\9023_296467_000011_000007_006326.wav,real,9023,0,5.643,LibriTTS,9023_296467_000011_000007
train\real\LibriTTS\1121\1121_132777_000007_000004_006327.wav,real,1121,0,9.471,LibriTTS,1121_132777_000007_000004
train\real\LibriTTS\3989\3989_182389_000023_000000_006328.wav,real,3989,0,7.799,LibriTTS,3989_182389_000023_000000
train\real\LibriTTS\81\81_121543_000036_000000_006329.wav,real,81,0,5.607,LibriTTS,81_121543_000036_000000
train\real\LibriTTS\5147\5147_32136_000038_000002_006330.wav,real,5147,0,5.676,LibriTTS,5147_32136_000038_000002
train\real\LibriTTS\5246\5246_30101_000015_000000_006331.wav,real,5246,0,9.167,LibriTTS,5246_30101_000015_000000
train\real\LibriTTS\5246\5246_30101_000015_000000_006332.wav,real,5246,0,5.543,LibriTTS,5246_30101_000015_000000
train\real\LibriTTS\5635\5635_53458_000016_000000_006333.wav,real,5635,0,6.374,LibriTTS,5635_53458_000016_000000
train\real\LibriTTS\6006\6006_57831_000029_000001_006334.wav,real,6006,0,5.283,LibriTTS,6006_57831_000029_000001
train\real\LibriTTS\3923\3923_174992_000003_000008_006335.wav,real,3923,0,7.594,LibriTTS,3923_174992_000003_000008
train\real\LibriTTS\5868\5868_55088_000021_000002_006336.wav,real,5868,0,7.82,LibriTTS,5868_55088_000021_000002
train\real\LibriTTS\5868\5868_55088_000021_000002_006337.wav,real,5868,0,6.423,LibriTTS,5868_55088_000021_000002
train\real\LibriTTS\3927\3927_6557_000017_000014_006338.wav,real,3927,0,6.049,LibriTTS,3927_6557_000017_000014
train\real\LibriTTS\2404\2404_141240_000007_000001_006339.wav,real,2404,0,5.109,LibriTTS,2404_141240_000007_000001
train\real\LibriTTS\7995\7995_280250_000012_000001_006340.wav,real,7995,0,5.572,LibriTTS,7995_280250_000012_000001
train\real\LibriTTS\639\639_124526_000012_000001_006341.wav,real,639,0,7.956,LibriTTS,639_124526_000012_000001
train\real\LibriTTS\925\925_8157_000015_000001_006342.wav,real,925,0,5.57,LibriTTS,925_8157_000015_000001
train\real\LibriTTS\3330\3330_170956_000049_000000_006343.wav,real,3330,0,7.779,LibriTTS,3330_170956_000049_000000
train\real\LibriTTS\8142\8142_110520_000047_000000_006344.wav,real,8142,0,5.47,LibriTTS,8142_110520_000047_000000
train\real\LibriTTS\5189\5189_37999_000006_000000_006345.wav,real,5189,0,5.138,LibriTTS,5189_37999_000006_000000
train\real\LibriTTS\1079\1079_128631_000023_000001_006346.wav,real,1079,0,5.553,LibriTTS,1079_128631_000023_000001
train\real\LibriTTS\4592\4592_22179_000029_000000_006347.wav,real,4592,0,5.508,LibriTTS,4592_22179_000029_000000
train\real\LibriTTS\4592\4592_22179_000029_000000_006348.wav,real,4592,0,5.36,LibriTTS,4592_22179_000029_000000
train\real\LibriTTS\3258\3258_169291_000002_000005_006349.wav,real,3258,0,6.656,LibriTTS,3258_169291_000002_000005
train\real\LibriTTS\3258\3258_169291_000002_000005_006350.wav,real,3258,0,5.328,LibriTTS,3258_169291_000002_000005
train\real\LibriTTS\2269\2269_88761_000004_000000_006351.wav,real,2269,0,9.319,LibriTTS,2269_88761_000004_000000
train\real\LibriTTS\296\296_142727_000007_000004_006352.wav,real,296,0,8.894,LibriTTS,296_142727_000007_000004
train\real\LibriTTS\1463\1463_134463_000020_000001_006353.wav,real,1463,0,8.132,LibriTTS,1463_134463_000020_000001
train\real\LibriTTS\8183\8183_118128_000020_000001_006354.wav,real,8183,0,7.661,LibriTTS,8183_118128_000020_000001
train\real\LibriTTS\7316\7316_10642_000028_000001_006355.wav,real,7316,0,6.367,LibriTTS,7316_10642_000028_000001
train\real\LibriTTS\7316\7316_10642_000028_000001_006356.wav,real,7316,0,7.948,LibriTTS,7316_10642_000028_000001
train\real\LibriTTS\7316\7316_10642_000028_000001_006357.wav,real,7316,0,5.627,LibriTTS,7316_10642_000028_000001
train\real\LibriTTS\22\22_121148_000017_000004_006358.wav,real,22,0,6.207,LibriTTS,22_121148_000017_000004
train\real\LibriTTS\2053\2053_138888_000006_000000_006359.wav,real,2053,0,7.938,LibriTTS,2053_138888_000006_000000
train\real\LibriTTS\70\70_121127_000064_000003_006360.wav,real,70,0,6.228,LibriTTS,70_121127_000064_000003
train\real\LibriTTS\4438\4438_52195_000008_000005_006361.wav,real,4438,0,5.249,LibriTTS,4438_52195_000008_000005
train\real\LibriTTS\1195\1195_37134_000010_000000_006362.wav,real,1195,0,6.362,LibriTTS,1195_37134_000010_000000
train\real\LibriTTS\1195\1195_37134_000010_000000_006363.wav,real,1195,0,6.196,LibriTTS,1195_37134_000010_000000
train\real\LibriTTS\5723\5723_49750_000010_000000_006364.wav,real,5723,0,5.717,LibriTTS,5723_49750_000010_000000
train\real\LibriTTS\1079\1079_128636_000035_000001_006365.wav,real,1079,0,5.23,LibriTTS,1079_128636_000035_000001
train\real\LibriTTS\4848\4848_29108_000022_000000_006366.wav,real,4848,0,5.515,LibriTTS,4848_29108_000022_000000
train\real\LibriTTS\7145\7145_87280_000018_000000_006367.wav,real,7145,0,6.091,LibriTTS,7145_87280_000018_000000
train\real\LibriTTS\5054\5054_18527_000018_000000_006368.wav,real,5054,0,6.031,LibriTTS,5054_18527_000018_000000
train\real\LibriTTS\303\303_123507_000013_000000_006369.wav,real,303,0,6.522,LibriTTS,303_123507_000013_000000
train\real\LibriTTS\5655\5655_46268_000063_000002_006370.wav,real,5655,0,5.33,LibriTTS,5655_46268_000063_000002
train\real\LibriTTS\7732\7732_107520_000006_000000_006371.wav,real,7732,0,5.106,LibriTTS,7732_107520_000006_000000
train\real\LibriTTS\1289\1289_288043_000016_000005_006372.wav,real,1289,0,8.625,LibriTTS,1289_288043_000016_000005
train\real\LibriTTS\4257\4257_6397_000030_000018_006373.wav,real,4257,0,8.326,LibriTTS,4257_6397_000030_000018
train\real\LibriTTS\4257\4257_6397_000030_000018_006374.wav,real,4257,0,5.7,LibriTTS,4257_6397_000030_000018
train\real\LibriTTS\1923\1923_155646_000002_000000_006375.wav,real,1923,0,5.759,LibriTTS,1923_155646_000002_000000
train\real\LibriTTS\1923\1923_155646_000002_000000_006376.wav,real,1923,0,5.052,LibriTTS,1923_155646_000002_000000
train\real\LibriTTS\7705\7705_101580_000027_000007_006377.wav,real,7705,0,5.056,LibriTTS,7705_101580_000027_000007
train\real\LibriTTS\5684\5684_46243_000012_000005_006378.wav,real,5684,0,7.829,LibriTTS,5684_46243_000012_000005
train\real\LibriTTS\5007\5007_31609_000012_000000_006379.wav,real,5007,0,7.267,LibriTTS,5007_31609_000012_000000
train\real\LibriTTS\2853\2853_164187_000004_000000_006380.wav,real,2853,0,8.439,LibriTTS,2853_164187_000004_000000
train\real\LibriTTS\2853\2853_164187_000004_000000_006381.wav,real,2853,0,5.53,LibriTTS,2853_164187_000004_000000
train\real\LibriTTS\8605\8605_276939_000011_000001_006382.wav,real,8605,0,6.042,LibriTTS,8605_276939_000011_000001
train\real\LibriTTS\3289\3289_171107_000021_000004_006383.wav,real,3289,0,6.477,LibriTTS,3289_171107_000021_000004
train\real\LibriTTS\8183\8183_282977_000012_000000_006384.wav,real,8183,0,7.233,LibriTTS,8183_282977_000012_000000
train\real\LibriTTS\4629\4629_19366_000050_000004_006385.wav,real,4629,0,5.229,LibriTTS,4629_19366_000050_000004
train\real\LibriTTS\4629\4629_19366_000050_000004_006386.wav,real,4629,0,6.537,LibriTTS,4629_19366_000050_000004
train\real\LibriTTS\8225\8225_274375_000030_000005_006387.wav,real,8225,0,7.136,LibriTTS,8225_274375_000030_000005
train\real\LibriTTS\8194\8194_89390_000010_000001_006388.wav,real,8194,0,9.323,LibriTTS,8194_89390_000010_000001
train\real\LibriTTS\5655\5655_46268_000041_000000_006389.wav,real,5655,0,9.516,LibriTTS,5655_46268_000041_000000
train\real\LibriTTS\28\28_12332_000048_000003_006390.wav,real,28,0,7.119,LibriTTS,28_12332_000048_000003
train\real\LibriTTS\28\28_12332_000048_000003_006391.wav,real,28,0,6.323,LibriTTS,28_12332_000048_000003
train\real\LibriTTS\3368\3368_170950_000012_000000_006392.wav,real,3368,0,8.936,LibriTTS,3368_170950_000012_000000
train\real\LibriTTS\3368\3368_170950_000012_000000_006393.wav,real,3368,0,5.942,LibriTTS,3368_170950_000012_000000
train\real\LibriTTS\7335\7335_290365_000039_000001_006394.wav,real,7335,0,5.047,LibriTTS,7335_290365_000039_000001
train\real\LibriTTS\7335\7335_290365_000039_000001_006395.wav,real,7335,0,6.099,LibriTTS,7335_290365_000039_000001
train\real\LibriTTS\4243\4243_187023_000026_000000_006396.wav,real,4243,0,5.068,LibriTTS,4243_187023_000026_000000
train\real\LibriTTS\8183\8183_118128_000025_000003_006397.wav,real,8183,0,5.635,LibriTTS,8183_118128_000025_000003
train\real\LibriTTS\8183\8183_118128_000025_000003_006398.wav,real,8183,0,5.428,LibriTTS,8183_118128_000025_000003
train\real\LibriTTS\8183\8183_118128_000025_000003_006399.wav,real,8183,0,5.793,LibriTTS,8183_118128_000025_000003
train\real\LibriTTS\1731\1731_142320_000071_000005_006400.wav,real,1731,0,5.299,LibriTTS,1731_142320_000071_000005
train\real\LibriTTS\1885\1885_136863_000045_000005_006401.wav,real,1885,0,5.021,LibriTTS,1885_136863_000045_000005
train\real\LibriTTS\5776\5776_46889_000033_000001_006402.wav,real,5776,0,5.423,LibriTTS,5776_46889_000033_000001
train\real\LibriTTS\1806\1806_143948_000045_000000_006403.wav,real,1806,0,8.669,LibriTTS,1806_143948_000045_000000
train\real\LibriTTS\1806\1806_143948_000045_000000_006404.wav,real,1806,0,6.42,LibriTTS,1806_143948_000045_000000
train\real\LibriTTS\1806\1806_143948_000045_000000_006405.wav,real,1806,0,6.602,LibriTTS,1806_143948_000045_000000
train\real\LibriTTS\8113\8113_117384_000011_000001_006406.wav,real,8113,0,7.429,LibriTTS,8113_117384_000011_000001
train\real\LibriTTS\6782\6782_61316_000004_000002_006407.wav,real,6782,0,9.822,LibriTTS,6782_61316_000004_000002
train\real\LibriTTS\2775\2775_160958_000004_000000_006408.wav,real,2775,0,6.119,LibriTTS,2775_160958_000004_000000
train\real\LibriTTS\2775\2775_160958_000004_000000_006409.wav,real,2775,0,6.134,LibriTTS,2775_160958_000004_000000
train\real\LibriTTS\5290\5290_39475_000043_000001_006410.wav,real,5290,0,5.922,LibriTTS,5290_39475_000043_000001
train\real\LibriTTS\8459\8459_285173_000001_000003_006411.wav,real,8459,0,5.893,LibriTTS,8459_285173_000001_000003
train\real\LibriTTS\8725\8725_294554_000011_000002_006412.wav,real,8725,0,8.997,LibriTTS,8725_294554_000011_000002
train\real\LibriTTS\8222\8222_274379_000010_000000_006413.wav,real,8222,0,6.454,LibriTTS,8222_274379_000010_000000
train\real\LibriTTS\318\318_124164_000023_000000_006414.wav,real,318,0,8.24,LibriTTS,318_124164_000023_000000
train\real\LibriTTS\3540\3540_163612_000045_000000_006415.wav,real,3540,0,5.173,LibriTTS,3540_163612_000045_000000
train\real\LibriTTS\3816\3816_290923_000024_000008_006416.wav,real,3816,0,6.956,LibriTTS,3816_290923_000024_000008
train\real\LibriTTS\2582\2582_155973_000014_000009_006417.wav,real,2582,0,7.274,LibriTTS,2582_155973_000014_000009
train\real\LibriTTS\2582\2582_155973_000014_000009_006418.wav,real,2582,0,5.215,LibriTTS,2582_155973_000014_000009
train\real\LibriTTS\2573\2573_186232_000013_000001_006419.wav,real,2573,0,7.444,LibriTTS,2573_186232_000013_000001
train\real\LibriTTS\2573\2573_186232_000013_000001_006420.wav,real,2573,0,5.002,LibriTTS,2573_186232_000013_000001
train\real\LibriTTS\64\64_73712_000018_000015_006421.wav,real,64,0,6.466,LibriTTS,64_73712_000018_000015
train\real\LibriTTS\100\100_122655_000004_000003_006422.wav,real,100,0,9.908,LibriTTS,100_122655_000004_000003
train\real\LibriTTS\6895\6895_96175_000067_000000_006423.wav,real,6895,0,5.53,LibriTTS,6895_96175_000067_000000
train\real\LibriTTS\1313\1313_135022_000058_000000_006424.wav,real,1313,0,5.217,LibriTTS,1313_135022_000058_000000
train\real\LibriTTS\22\22_121148_000005_000002_006425.wav,real,22,0,5.186,LibriTTS,22_121148_000005_000002
train\real\LibriTTS\22\22_121148_000005_000002_006426.wav,real,22,0,5.018,LibriTTS,22_121148_000005_000002
train\real\LibriTTS\968\968_122544_000007_000004_006427.wav,real,968,0,5.342,LibriTTS,968_122544_000007_000004
train\real\LibriTTS\968\968_122544_000007_000004_006428.wav,real,968,0,5.628,LibriTTS,968_122544_000007_000004
train\real\LibriTTS\192\192_128345_000075_000002_006429.wav,real,192,0,5.036,LibriTTS,192_128345_000075_000002
train\real\LibriTTS\6294\6294_85684_000005_000003_006430.wav,real,6294,0,6.046,LibriTTS,6294_85684_000005_000003
train\real\LibriTTS\2004\2004_147981_000004_000001_006431.wav,real,2004,0,5.919,LibriTTS,2004_147981_000004_000001
train\real\LibriTTS\6099\6099_230928_000030_000000_006432.wav,real,6099,0,5.925,LibriTTS,6099_230928_000030_000000
train\real\LibriTTS\6099\6099_230928_000030_000000_006433.wav,real,6099,0,5.735,LibriTTS,6099_230928_000030_000000
train\real\LibriTTS\6099\6099_230928_000030_000000_006434.wav,real,6099,0,7.033,LibriTTS,6099_230928_000030_000000
train\real\LibriTTS\6294\6294_86679_000005_000000_006435.wav,real,6294,0,7.248,LibriTTS,6294_86679_000005_000000
train\real\LibriTTS\1165\1165_135220_000012_000000_006436.wav,real,1165,0,9.114,LibriTTS,1165_135220_000012_000000
train\real\LibriTTS\2517\2517_135229_000013_000004_006437.wav,real,2517,0,5.305,LibriTTS,2517_135229_000013_000004
train\real\LibriTTS\5519\5519_39478_000032_000001_006438.wav,real,5519,0,9.424,LibriTTS,5519_39478_000032_000001
train\real\LibriTTS\2397\2397_162238_000027_000013_006439.wav,real,2397,0,5.014,LibriTTS,2397_162238_000027_000013
train\real\LibriTTS\6828\6828_64738_000018_000003_006440.wav,real,6828,0,6.544,LibriTTS,6828_64738_000018_000003
train\real\LibriTTS\3728\3728_105398_000025_000000_006441.wav,real,3728,0,5.019,LibriTTS,3728_105398_000025_000000
train\real\LibriTTS\4734\4734_220951_000004_000004_006442.wav,real,4734,0,5.032,LibriTTS,4734_220951_000004_000004
train\real\LibriTTS\7874\7874_110243_000019_000000_006443.wav,real,7874,0,6.038,LibriTTS,7874_110243_000019_000000
train\real\LibriTTS\7128\7128_84121_000054_000000_006444.wav,real,7128,0,5.1,LibriTTS,7128_84121_000054_000000
train\real\LibriTTS\7515\7515_100431_000011_000001_006445.wav,real,7515,0,6.562,LibriTTS,7515_100431_000011_000001
train\real\LibriTTS\6288\6288_63111_000005_000000_006446.wav,real,6288,0,6.888,LibriTTS,6288_63111_000005_000000
train\real\LibriTTS\6288\6288_63111_000005_000000_006447.wav,real,6288,0,6.782,LibriTTS,6288_63111_000005_000000
train\real\LibriTTS\2592\2592_5341_000013_000000_006448.wav,real,2592,0,5.179,LibriTTS,2592_5341_000013_000000
train\real\LibriTTS\8459\8459_285173_000010_000000_006449.wav,real,8459,0,5.141,LibriTTS,8459_285173_000010_000000
train\real\LibriTTS\5635\5635_44582_000010_000005_006450.wav,real,5635,0,5.041,LibriTTS,5635_44582_000010_000005
train\real\LibriTTS\698\698_122863_000007_000002_006451.wav,real,698,0,5.164,LibriTTS,698_122863_000007_000002
train\real\LibriTTS\6308\6308_68358_000003_000002_006452.wav,real,6308,0,6.809,LibriTTS,6308_68358_000003_000002
train\real\LibriTTS\6308\6308_68358_000003_000002_006453.wav,real,6308,0,8.927,LibriTTS,6308_68358_000003_000002
train\real\LibriTTS\6308\6308_68358_000003_000002_006454.wav,real,6308,0,7.109,LibriTTS,6308_68358_000003_000002
train\real\LibriTTS\2785\2785_163322_000029_000000_006455.wav,real,2785,0,5.899,LibriTTS,2785_163322_000029_000000
train\real\LibriTTS\7994\7994_258960_000035_000002_006456.wav,real,7994,0,5.686,LibriTTS,7994_258960_000035_000002
train\real\LibriTTS\7994\7994_258960_000035_000002_006457.wav,real,7994,0,5.387,LibriTTS,7994_258960_000035_000002
train\real\LibriTTS\598\598_127704_000002_000005_006458.wav,real,598,0,7.426,LibriTTS,598_127704_000002_000005
train\real\LibriTTS\598\598_127704_000002_000005_006459.wav,real,598,0,6.91,LibriTTS,598_127704_000002_000005
train\real\LibriTTS\598\598_127704_000002_000005_006460.wav,real,598,0,7.523,LibriTTS,598_127704_000002_000005
train\real\LibriTTS\1678\1678_142279_000044_000001_006461.wav,real,1678,0,5.316,LibriTTS,1678_142279_000044_000001
train\real\LibriTTS\337\337_123025_000018_000003_006462.wav,real,337,0,6.094,LibriTTS,337_123025_000018_000003
train\real\LibriTTS\3922\3922_715_000106_000001_006463.wav,real,3922,0,5.185,LibriTTS,3922_715_000106_000001
train\real\LibriTTS\9023\9023_296468_000038_000004_006464.wav,real,9023,0,5.002,LibriTTS,9023_296468_000038_000004
train\real\LibriTTS\5063\5063_32451_000068_000000_006465.wav,real,5063,0,9.059,LibriTTS,5063_32451_000068_000000
train\real\LibriTTS\7145\7145_87280_000101_000000_006466.wav,real,7145,0,5.16,LibriTTS,7145_87280_000101_000000
train\real\LibriTTS\4057\4057_12085_000003_000001_006467.wav,real,4057,0,7.046,LibriTTS,4057_12085_000003_000001
train\real\LibriTTS\4860\4860_13185_000025_000001_006468.wav,real,4860,0,6.618,LibriTTS,4860_13185_000025_000001
train\real\LibriTTS\2790\2790_142824_000058_000005_006469.wav,real,2790,0,5.378,LibriTTS,2790_142824_000058_000005
train\real\LibriTTS\7498\7498_99157_000005_000007_006470.wav,real,7498,0,6.372,LibriTTS,7498_99157_000005_000007
train\real\LibriTTS\1958\1958_144503_000072_000000_006471.wav,real,1958,0,5.397,LibriTTS,1958_144503_000072_000000
train\real\LibriTTS\7752\7752_113336_000026_000001_006472.wav,real,7752,0,6.833,LibriTTS,7752_113336_000026_000001
train\real\LibriTTS\6877\6877_79973_000054_000002_006473.wav,real,6877,0,6.768,LibriTTS,6877_79973_000054_000002
train\real\LibriTTS\4331\4331_88349_000008_000003_006474.wav,real,4331,0,8.437,LibriTTS,4331_88349_000008_000003
train\real\LibriTTS\4331\4331_88349_000008_000003_006475.wav,real,4331,0,6.082,LibriTTS,4331_88349_000008_000003
train\real\LibriTTS\510\510_130103_000018_000001_006476.wav,real,510,0,5.377,LibriTTS,510_130103_000018_000001
train\real\LibriTTS\8684\8684_293663_000007_000001_006477.wav,real,8684,0,5.213,LibriTTS,8684_293663_000007_000001
train\real\LibriTTS\3009\3009_10327_000026_000002_006478.wav,real,3009,0,9.273,LibriTTS,3009_10327_000026_000002
train\real\LibriTTS\2827\2827_170440_000007_000001_006479.wav,real,2827,0,8.202,LibriTTS,2827_170440_000007_000001
train\real\LibriTTS\7145\7145_87280_000032_000004_006480.wav,real,7145,0,8.602,LibriTTS,7145_87280_000032_000004
train\real\LibriTTS\7145\7145_87280_000032_000004_006481.wav,real,7145,0,5.121,LibriTTS,7145_87280_000032_000004
train\real\LibriTTS\6686\6686_216563_000027_000003_006482.wav,real,6686,0,6.231,LibriTTS,6686_216563_000027_000003
train\real\LibriTTS\6686\6686_216563_000027_000003_006483.wav,real,6686,0,6.088,LibriTTS,6686_216563_000027_000003
train\real\LibriTTS\8875\8875_293959_000070_000000_006484.wav,real,8875,0,5.101,LibriTTS,8875_293959_000070_000000
train\real\LibriTTS\5740\5740_39910_000009_000000_006485.wav,real,5740,0,5.262,LibriTTS,5740_39910_000009_000000
train\real\LibriTTS\3781\3781_156981_000027_000000_006486.wav,real,3781,0,5.027,LibriTTS,3781_156981_000027_000000
train\real\LibriTTS\6981\6981_70843_000042_000000_006487.wav,real,6981,0,5.729,LibriTTS,6981_70843_000042_000000
train\real\LibriTTS\5062\5062_294700_000036_000003_006488.wav,real,5062,0,7.25,LibriTTS,5062_294700_000036_000003
train\real\LibriTTS\2827\2827_170440_000007_000004_006489.wav,real,2827,0,6.594,LibriTTS,2827_170440_000007_000004
train\real\LibriTTS\7959\7959_109176_000029_000001_006490.wav,real,7959,0,5.961,LibriTTS,7959_109176_000029_000001
train\real\LibriTTS\8163\8163_274549_000008_000000_006491.wav,real,8163,0,9.602,LibriTTS,8163_274549_000008_000000
train\real\LibriTTS\5655\5655_46268_000015_000001_006492.wav,real,5655,0,6.186,LibriTTS,5655_46268_000015_000001
train\real\LibriTTS\7126\7126_59167_000017_000014_006493.wav,real,7126,0,9.03,LibriTTS,7126_59167_000017_000014
train\real\LibriTTS\4039\4039_184266_000038_000000_006494.wav,real,4039,0,8.119,LibriTTS,4039_184266_000038_000000
train\real\LibriTTS\3825\3825_134160_000020_000001_006495.wav,real,3825,0,5.213,LibriTTS,3825_134160_000020_000001
train\real\LibriTTS\6038\6038_56778_000008_000000_006496.wav,real,6038,0,6.719,LibriTTS,6038_56778_000008_000000
train\real\LibriTTS\6038\6038_56778_000008_000000_006497.wav,real,6038,0,6.055,LibriTTS,6038_56778_000008_000000
train\real\LibriTTS\6550\6550_53343_000010_000005_006498.wav,real,6550,0,8.283,LibriTTS,6550_53343_000010_000005
train\real\LibriTTS\6550\6550_53343_000010_000005_006499.wav,real,6550,0,5.754,LibriTTS,6550_53343_000010_000005
train\real\LibriTTS\666\666_11243_000045_000000_006500.wav,real,666,0,6.15,LibriTTS,666_11243_000045_000000
train\real\LibriTTS\8080\8080_274558_000005_000001_006501.wav,real,8080,0,6.429,LibriTTS,8080_274558_000005_000001
train\real\LibriTTS\7833\7833_102239_000012_000015_006502.wav,real,7833,0,9.388,LibriTTS,7833_102239_000012_000015
train\real\LibriTTS\8421\8421_283462_000032_000000_006503.wav,real,8421,0,9.793,LibriTTS,8421_283462_000032_000000
train\real\LibriTTS\8008\8008_271817_000001_000002_006504.wav,real,8008,0,5.668,LibriTTS,8008_271817_000001_000002
